year,division_name,crime_category,crime_subtype,incidents_reported,incidents_cleared,count_
2020,D11,Crimes Against Property,Auto Theft,4,0,4
2018,D33,Crimes Against the Person,Robbery-Other,1,0,1
2017,D22,Crimes Against Property,Theft Over $5000,6,0,6
2016,D13,Crimes Against Property,Theft Over $5000,5,0,5
2014,NSA,Crimes Against the Person,Assault,1,0,1
2014,D11,Crimes Against Property,Auto Theft,1,0,1
2020,D23,Crimes Against Property,Break & Enter-Other,1,0,1
2022,D43,Crimes Against Property,Theft Under $5000,7,0,7
2019,D22,Crimes Against Property,Theft Over $5000,1,0,1
2021,D55,Crimes Against Property,Break & Enter-Apartment,8,0,8
2019,D11,Crimes Against Property,Break & Enter-Commercial,10,0,10
2020,D32,Crimes Against Property,Theft Under $5000,1,0,1
2019,D12,Crimes Against Property,Theft Over $5000,3,0,3
2022,D43,Crimes Against Property,Theft Over $5000,1,0,1
2021,D33,Crimes Against the Person,Assault,1,0,1
2022,D51,Crimes Against Property,Theft Under $5000,1,0,1
2015,D32,Crimes Against Property,Auto Theft,9,0,9
2022,D53,Crimes Against Property,Auto Theft,41,0,41
2014,D22,Crimes Against the Person,Sexual Violation,1,0,1
2015,D42,Crimes Against Property,Auto Theft,9,0,9
2017,D32,Crimes Against Property,Break & Enter-House,4,0,4
2016,D22,Crimes Against Property,Auto Theft,1,0,1
2016,D14,Crimes Against Property,Break & Enter-Other,2,0,2
2020,D42,Crimes Against Property,Break & Enter-Other,2,0,2
2016,D11,Crimes Against Property,Theft Under $5000,1,0,1
2023,D53,Crimes Against Property,Theft Over $5000,1,0,1
2015,D23,Crimes Against Property,Break & Enter-Apartment,3,0,3
2018,D23,Crimes Against Property,Break & Enter-House,5,0,5
2018,D42,Crimes Against Property,Break & Enter-Other,2,0,2
2016,D33,Crimes Against Property,Break & Enter-Commercial,1,0,1
2019,D13,Crimes Against Property,Break & Enter-Commercial,1,0,1
2017,D14,Crimes Against Property,Other,1,0,1
2016,D14,Crimes Against Property,Auto Theft,10,0,10
2021,D53,Crimes Against Property,Auto Theft,15,0,15
2016,D53,Crimes Against Property,Theft Over $5000,1,0,1
2017,NSA,Crimes Against the Person,Assault,2,0,2
2017,D13,Crimes Against the Person,Robbery-Other,1,0,1
2017,D11,Crimes Against Property,Fraud,1,0,1
2014,D33,Crimes Against the Person,Assault,2,0,2
2019,D12,Crimes Against the Person,Attempt Murder,7,0,7
2018,D51,Crimes Against the Person,Assault,1,0,1
2022,D32,Crimes Against Property,Theft Over $5000,4,0,4
2023,D53,Crimes Against Property,Break & Enter-Commercial,5,0,5
2021,D53,Crimes Against Property,Theft Under $5000,10,0,10
2017,D23,Crimes Against Property,Break & Enter-Other,4,0,4
2022,D51,Crimes Against Property,Auto Theft,19,0,19
2015,D42,Crimes Against Property,Theft Over $5000,6,0,6
2017,D23,Crimes Against Property,Auto Theft,43,0,43
2021,D32,Crimes Against Property,Break & Enter-Other,5,0,5
2020,NSA,Crimes Against Property,Fraud,1,0,1
2014,D14,Crimes Against Property,Theft Over $5000,1,0,1
2018,D53,Crimes Against Property,Auto Theft,13,0,13
2017,D52,Crimes Against Property,Auto Theft,1,0,1
2021,D11,Crimes Against Property,Theft Over $5000,1,0,1
2022,D14,Crimes Against Property,Theft Over $5000,4,0,4
2018,D33,Crimes Against the Person,Robbery-Other,1,0,1
2019,D23,Crimes Against Property,Break & Enter-Other,1,0,1
2023,D42,Crimes Against Property,Break & Enter-Apartment,2,0,2
2023,D23,Crimes Against Property,Theft Over $5000,8,0,8
2023,D41,Crimes Against the Person,Robbery-Financial,1,0,1
2015,D55,Crimes Against Property,Break & Enter-Apartment,1,0,1
2019,D22,Crimes Against Property,Auto Theft,41,0,41
2017,D43,Crimes Against Property,Break & Enter-Commercial,1,0,1
2023,D32,Crimes Against Property,Auto Theft,37,0,37
2018,D43,Crimes Against Property,Break & Enter-Other,1,0,1
2023,D41,Crimes Against Property,Break & Enter-House,3,0,3
2016,D14,Crimes Against Property,Auto Theft,12,0,12
2015,D13,Crimes Against Property,Auto Theft,3,0,3
2016,D22,Crimes Against Property,Break & Enter-Commercial,1,0,1
2020,D33,Crimes Against Property,Break & Enter-Other,3,0,3
2017,D51,Crimes Against Property,Theft Over $5000,2,0,2
2014,D11,Crimes Against the Person,Other,3,0,3
2019,D43,Crimes Against Property,Fraud,4,0,4
2021,D33,Crimes Against the Person,Robbery-Other,2,0,2
2023,D22,Crimes Against Property,Fraud,1,0,1
2023,D22,Crimes Against Property,Theft Over $5000,5,0,5
2022,D43,Crimes Against Property,Theft Over $5000,2,0,2
2021,D22,Crimes Against the Person,Assault,1,0,1
2017,D22,Crimes Against the Person,Assault,1,0,1
2017,D33,Crimes Against Property,Other,1,0,1
2022,D33,Crimes Against Property,Fraud,4,0,4
2022,D14,Crimes Against Property,Auto Theft,12,0,12
2023,D51,Crimes Against the Person,Attempt Murder,3,0,3
2015,D42,Crimes Against Property,Break & Enter-Commercial,4,0,4
2020,D53,Crimes Against Property,Theft Over $5000,12,0,12
2022,D32,Crimes Against Property,Break & Enter-Commercial,4,0,4
2014,D11,Crimes Against Property,Auto Theft,1,0,1
2015,D22,Crimes Against the Person,Robbery-Other,1,0,1
2016,D11,Crimes Against the Person,Attempt Murder,1,0,1
2023,D22,Crimes Against Property,Break & Enter-Other,2,0,2
2018,D23,Crimes Against Property,Theft Over $5000,1,0,1
2023,NSA,Crimes Against the Person,Sexual Violation,1,0,1
2023,D53,Crimes Against the Person,Robbery-Other,1,0,1
2019,D32,Crimes Against Property,Break & Enter-Apartment,7,0,7
2018,D53,Crimes Against Property,Other,9,0,9
2015,D41,Crimes Against the Person,Assault,1,0,1
2020,D12,Crimes Against Property,Auto Theft,25,0,25
2019,D22,Crimes Against Property,Auto Theft,12,0,12
2014,D51,Crimes Against the Person,Other,1,0,1
2021,D22,Crimes Against Property,Theft Over $5000,2,0,2
2022,D11,Crimes Against Property,Fraud,11,0,11
2022,D11,Crimes Against Property,Break & Enter-Apartment,2,0,2
2016,D13,Crimes Against Property,Break & Enter-Commercial,1,0,1
2020,D22,Crimes Against Property,Break & Enter-House,7,0,7
2016,D23,Crimes Against Property,Break & Enter-House,2,0,2
2016,D52,Crimes Against the Person,Robbery-Other,2,0,2
2015,D32,Crimes Against the Person,Attempt Murder,2,0,2
2023,D43,Crimes Against Property,Break & Enter-Apartment,1,0,1
2022,D42,Crimes Against the Person,Robbery-Other,7,0,7
2018,D12,Crimes Against Property,Break & Enter-Apartment,1,0,1
2015,D42,Crimes Against Property,Break & Enter-Commercial,2,0,2
2018,D12,Crimes Against Property,Break & Enter-House,8,0,8
2016,D14,Crimes Against Property,Theft Over $5000,2,0,2
2019,D52,Crimes Against Property,Break & Enter-House,2,0,2
2020,D12,Crimes Against Property,Theft Over $5000,10,0,10
2015,D41,Crimes Against Property,Break & Enter-Apartment,9,0,9
2014,D51,Crimes Against Property,Theft Over $5000,7,0,7
2021,D32,Crimes Against Property,Auto Theft,30,0,30
2016,D33,Crimes Against Property,Break & Enter-Commercial,2,0,2
2014,D32,Crimes Against the Person,Robbery-Other,3,0,3
2019,D22,Crimes Against Property,Break & Enter-Apartment,7,0,7
2018,D13,Crimes Against Property,Theft Over $5000,2,0,2
2022,D51,Crimes Against Property,Break & Enter-House,1,0,1
2018,D32,Crimes Against Property,Theft Over $5000,7,0,7
2016,D31,Crimes Against Property,Theft Under $5000,1,0,1
2015,D43,Crimes Against Property,Break & Enter-Apartment,1,0,1
2017,D52,Crimes Against Property,Theft Under $5000,1,0,1
2023,D41,Crimes Against Property,Auto Theft,7,0,7
2015,D31,Crimes Against Property,Auto Theft,1,0,1
2022,D13,Crimes Against Property,Break & Enter-House,4,0,4
2017,D55,Crimes Against Property,Break & Enter-Apartment,2,0,2
2019,D23,Crimes Against Property,Break & Enter-House,3,0,3
2021,D14,Crimes Against Property,Break & Enter-Commercial,10,0,10
2021,D43,Crimes Against Property,Theft Over $5000,2,0,2
2019,D31,Crimes Against Property,Break & Enter-Other,1,0,1
2017,D23,Crimes Against Property,Break & Enter-Commercial,1,0,1
2022,D12,Crimes Against Property,Break & Enter-Commercial,6,0,6
2015,D11,Crimes Against Property,Break & Enter-Apartment,3,0,3
2022,D52,Crimes Against Property,Theft Under $5000,21,0,21
2014,D32,Crimes Against Property,Break & Enter-Apartment,2,0,2
2014,D33,Other Federal Statute Violations,Other,1,0,1
2018,D11,Crimes Against Property,Auto Theft,2,0,2
2020,D43,Crimes Against Property,Auto Theft,4,0,4
2023,D52,Crimes Against Property,Auto Theft,20,0,20
2022,D13,Crimes Against the Person,Robbery-Other,3,0,3
2018,D51,Crimes Against Property,Break & Enter-Commercial,1,0,1
2015,D13,Crimes Against Property,Theft Over $5000,3,0,3
2019,D51,Crimes Against Property,Theft Under $5000,7,0,7
2019,D43,Crimes Against Property,Theft Over $5000,2,0,2
2018,D22,Crimes Against Property,Auto Theft,18,0,18
2018,D55,Crimes Against the Person,Attempt Murder,1,0,1
2023,D31,Crimes Against Property,Break & Enter-Other,1,0,1
2019,D13,Crimes Against Property,Break & Enter-House,4,0,4
2022,D53,Crimes Against Property,Break & Enter-House,9,0,9
2021,D12,Crimes Against Property,Break & Enter-Commercial,1,0,1
2019,D42,Crimes Against Property,Theft Over $5000,3,0,3
2022,D12,Crimes Against Property,Break & Enter-Other,2,0,2
2020,D51,Crimes Against the Person,Robbery-Other,3,0,3
2017,D33,Crimes Against Property,Theft Over $5000,5,0,5
2016,D52,Crimes Against Property,Theft Under $5000,1,0,1
2018,D14,Crimes Against Property,Break & Enter-Apartment,6,0,6
2017,D13,Crimes Against Property,Break & Enter-Apartment,3,0,3
2020,D13,Crimes Against Property,Fraud,19,0,19
2017,D32,Crimes Against Property,Theft Over $5000,1,0,1
2022,D22,Crimes Against the Person,Other,1,0,1
2016,D12,Crimes Against Property,Auto Theft,11,0,11
2014,NSA,Crimes Against Property,Fraud,1,0,1
2016,D55,Crimes Against Property,Theft Over $5000,4,0,4
2021,D11,Crimes Against the Person,Robbery-Other,1,0,1
2023,D22,Crimes Against Property,Theft Over $5000,2,0,2
2019,D32,Crimes Against the Person,Robbery-Financial,1,0,1
2017,D33,Crimes Against Property,Theft Under $5000,1,0,1
2016,NSA,Crimes Against Property,Fraud,1,0,1
2022,D31,Other Federal Statute Violations,Other,1,0,1
2018,D53,Crimes Against Property,Break & Enter-Apartment,1,0,1
2019,D31,Crimes Against Property,Break & Enter-Other,1,0,1
2015,NSA,Crimes Against Property,Theft Under $5000,1,0,1
2023,D14,Crimes Against Property,Auto Theft,28,0,28
2022,D23,Crimes Against Property,Break & Enter-House,4,0,4
2023,D22,Crimes Against Property,Fraud,30,0,30
2018,D32,Crimes Against Property,Fraud,29,0,29
2020,D42,Crimes Against Property,Break & Enter-House,11,0,11
2014,D33,Crimes Against Property,Break & Enter-Other,1,0,1
2018,D53,Crimes Against Property,Break & Enter-Commercial,10,0,10
2022,D11,Crimes Against Property,Theft Over $5000,1,0,1
2023,D22,Crimes Against Property,Break & Enter-Commercial,10,0,10
2016,D22,Crimes Against Property,Other,1,0,1
2021,D55,Crimes Against Property,Auto Theft,19,0,19
2018,D42,Crimes Against Property,Break & Enter-Commercial,1,0,1
2022,D12,Crimes Against Property,Break & Enter-Apartment,7,0,7
2017,D33,Crimes Against Property,Auto Theft,9,0,9
2016,D43,Crimes Against Property,Break & Enter-Other,2,0,2
2018,D23,Crimes Against Property,Break & Enter-Apartment,2,0,2
2021,D11,Crimes Against Property,Break & Enter-Commercial,1,0,1
2016,D33,Crimes Against Property,Break & Enter-House,6,0,6
2020,D42,Crimes Against Property,Theft Over $5000,3,0,3
2023,D22,Crimes Against Property,Break & Enter-House,4,0,4
2022,D23,Crimes Against Property,Break & Enter-Apartment,1,0,1
2014,D33,Crimes Against Property,Theft Over $5000,1,0,1
2016,D53,Crimes Against the Person,Robbery-Other,1,0,1
2017,D53,Crimes Against Property,Break & Enter-Other,1,0,1
2016,D42,Crimes Against the Person,Sexual Violation,1,0,1
2018,D53,Crimes Against Property,Break & Enter-Apartment,7,0,7
2023,D32,Crimes Against Property,Break & Enter-Commercial,12,0,12
2017,D52,Crimes Against the Person,Robbery-Other,1,0,1
2016,D43,Crimes Against Property,Auto Theft,2,0,2
2017,D32,Crimes Against Property,Break & Enter-Commercial,11,0,11
2021,D42,Crimes Against Property,Break & Enter-Apartment,2,0,2
2017,D22,Crimes Against Property,Fraud,1,0,1
2014,D33,Crimes Against Property,Fraud,1,0,1
2023,D32,Crimes Against Property,Break & Enter-Apartment,4,0,4
2020,D55,Crimes Against Property,Break & Enter-Apartment,6,0,6
2022,D55,Crimes Against Property,Theft Over $5000,1,0,1
2016,D55,Crimes Against Property,Auto Theft,2,0,2
2014,D33,Crimes Against the Person,Robbery-Other,1,0,1
2022,D32,Crimes Against Property,Break & Enter-Commercial,5,0,5
2017,D11,Crimes Against the Person,Attempt Murder,2,0,2
2017,D14,Crimes Against Property,Fraud,1,0,1
2015,D55,Crimes Against the Person,Assault,1,0,1
2016,D55,Crimes Against Property,Auto Theft,1,0,1
2021,D14,Crimes Against Property,Break & Enter-House,4,0,4
2015,D33,Crimes Against Property,Auto Theft,10,0,10
2014,D32,Crimes Against the Person,Assault,1,0,1
2014,D11,Crimes Against Property,Break & Enter-Commercial,2,0,2
2022,D43,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,0,1
2017,D51,Crimes Against the Person,Attempt Murder,4,0,4
2019,D55,Crimes Against Property,Auto Theft,13,0,13
2018,D22,Crimes Against the Person,Other,2,0,2
2019,D22,Crimes Against Property,Break & Enter-Other,3,0,3
2023,D12,Crimes Against the Person,Robbery-Other,1,0,1
2020,D53,Crimes Against the Person,Sexual Violation,1,0,1
2016,D42,Crimes Against Property,Break & Enter-Commercial,2,0,2
2021,D32,Crimes Against Property,Break & Enter-House,1,0,1
2018,D32,Crimes Against Property,Theft Over $5000,1,0,1
2022,D43,Crimes Against the Person,Sexual Violation,2,0,2
2022,D42,Crimes Against Property,Break & Enter-House,7,0,7
2023,D53,Crimes Against Property,Other,3,0,3
2020,D32,Crimes Against Property,Theft Over $5000,9,0,9
2014,D53,Crimes Against Property,Theft Over $5000,1,0,1
2022,D13,Crimes Against the Person,Robbery-Other,3,0,3
2016,NSA,Crimes Against the Person,Assault,1,0,1
2016,D31,Crimes Against Property,Break & Enter-Other,2,0,2
2017,D12,Crimes Against the Person,Robbery-Other,1,0,1
2015,D22,Crimes Against Property,Break & Enter-Apartment,1,0,1
2020,D32,Crimes Against the Person,Robbery-Other,2,0,2
2022,D33,Crimes Against Property,Break & Enter-Commercial,1,0,1
2021,D43,Crimes Against Property,Break & Enter-Other,1,0,1
2023,D55,Crimes Against Property,Break & Enter-Other,4,0,4
2022,D22,Crimes Against the Person,Robbery-Financial,2,0,2
2022,D43,Criminal Code Traffic,Other,2,0,2
2020,NSA,Crimes Against Property,Fraud,2,0,2
2015,D33,Crimes Against the Person,Attempt Murder,1,0,1
2015,D23,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,0,3
2023,D42,Crimes Against Property,Break & Enter-House,25,0,25
2022,D11,Crimes Against Property,Fraud,4,0,4
2021,D14,Crimes Against Property,Break & Enter-House,2,0,2
2023,D12,Crimes Against Property,Auto Theft,6,0,6
2021,D52,Crimes Against Property,Fraud,4,0,4
2014,D33,Crimes Against Property,Theft Under $5000,2,0,2
2023,D14,Crimes Against Property,Theft Under $5000,2,0,2
2015,D12,Crimes Against Property,Break & Enter-House,3,0,3
2015,D42,Crimes Against Property,Break & Enter-Commercial,3,0,3
2019,D53,Crimes Against the Person,Sexual Violation,1,0,1
2019,D13,Crimes Against Property,Break & Enter-Apartment,6,0,6
2021,D53,Crimes Against Property,Fraud,2,0,2
2019,D23,Crimes Against Property,Theft Under $5000,23,0,23
2014,D42,Crimes Against Property,Break & Enter-Commercial,6,0,6
2018,D14,Crimes Against Property,Theft Over $5000,6,0,6
2021,D43,Crimes Against Property,Break & Enter-House,5,0,5
2023,D32,Crimes Against Property,Theft Over $5000,8,0,8
2018,D31,Crimes Against Property,Theft Over $5000,1,0,1
2014,D32,Crimes Against Property,Break & Enter-Commercial,1,0,1
2023,D42,Crimes Against Property,Theft Over $5000,1,0,1
2020,D42,Crimes Against Property,Break & Enter-Other,1,0,1
2020,D53,Other Federal Statute Violations,Other,1,0,1
2022,D11,Crimes Against Property,Break & Enter-Apartment,2,0,2
2020,D23,Crimes Against Property,Theft Over $5000,1,0,1
2017,D42,Crimes Against the Person,Attempt Murder,2,0,2
2019,D22,Crimes Against Property,Theft Over $5000,5,0,5
2023,D13,Crimes Against Property,Break & Enter-House,8,0,8
2015,D53,Crimes Against Property,Theft Over $5000,3,0,3
2017,D53,Crimes Against Property,Break & Enter-Commercial,1,0,1
2019,D53,Crimes Against Property,Break & Enter-Apartment,10,0,10
2018,D53,Crimes Against the Person,Robbery-Other,1,0,1
2020,D23,Crimes Against Property,Other,1,0,1
2015,NSA,Crimes Against Property,Other,1,0,1
2021,D22,Crimes Against Property,Break & Enter-Commercial,1,0,1
2022,D33,Crimes Against Property,Fraud,90,0,90
2021,D12,Other Federal Statute Violations,Other,1,0,1
2015,D11,Crimes Against Property,Other,1,0,1
2017,D11,Crimes Against Property,Break & Enter-Apartment,3,0,3
2017,D42,Crimes Against Property,Theft Over $5000,3,0,3
2014,D23,Crimes Against Property,Break & Enter-Apartment,5,0,5
2022,D53,Crimes Against Property,Theft Under $5000,15,0,15
2019,D22,Crimes Against Property,Break & Enter-Apartment,2,0,2
2015,D43,Criminal Code Traffic,Other,1,0,1
2018,D12,Crimes Against Property,Theft Over $5000,1,0,1
2015,D33,Crimes Against Property,Break & Enter-Apartment,3,0,3
2019,D14,Crimes Against Property,Auto Theft,2,0,2
2014,D32,Crimes Against Property,Auto Theft,1,0,1
2015,D43,Crimes Against Property,Break & Enter-Commercial,1,0,1
2021,D31,Crimes Against Property,Break & Enter-Other,2,0,2
2017,D11,Crimes Against Property,Auto Theft,3,0,3
2022,D33,Crimes Against Property,Break & Enter-House,13,0,13
2020,D42,Crimes Against Property,Theft Over $5000,2,0,2
2020,D55,Crimes Against Property,Theft Over $5000,4,0,4
2016,D11,Crimes Against the Person,Attempt Murder,1,0,1
2015,D32,Crimes Against Property,Auto Theft,2,0,2
2021,D52,Crimes Against Property,Auto Theft,10,0,10
2016,D55,Crimes Against Property,Auto Theft,5,0,5
2020,D12,Crimes Against the Person,Robbery-Other,2,0,2
2023,D42,Crimes Against Property,Break & Enter-Other,2,0,2
2020,D43,Crimes Against the Person,Sexual Violation,1,0,1
2017,D23,Crimes Against the Person,Robbery-Other,1,0,1
2018,D32,Other Federal Statute Violations,Other,1,0,1
2016,D53,Crimes Against Property,Theft Under $5000,5,0,5
2017,NSA,Other Criminal Code Violations,Other,1,0,1
2022,D33,Other Federal Statute Violations,Other,2,0,2
2016,D14,Crimes Against Property,Break & Enter-House,1,0,1
2014,D22,Crimes Against Property,Theft Under $5000,1,0,1
2022,D14,Crimes Against the Person,Sexual Violation,5,0,5
2016,D41,Crimes Against Property,Theft Over $5000,5,0,5
2020,D14,Crimes Against Property,Theft Over $5000,3,0,3
2015,D55,Crimes Against Property,Theft Over $5000,4,0,4
2018,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,0,1
2022,D42,Crimes Against Property,Theft Over $5000,1,0,1
2022,D55,Crimes Against Property,Break & Enter-House,2,0,2
2015,NSA,Crimes Against the Person,Sexual Violation,1,0,1
2017,D14,Crimes Against the Person,Robbery-Other,2,0,2
